timestamp,frame_number,protocol,event_type,src_ip,src_port,dst_ip,dst_port,stream_id,summary
2024-11-04T13:05:26.923121Z,1476,tls,tls,116.202.120.165,443,172.23.4.115,55080,14,TLS SNI
2024-11-04T13:05:26.923121Z,1477,tcp,tcp,116.202.120.165,443,172.23.4.115,55080,14,TCP syn=False ack=True rst=False
2024-11-04T13:05:26.923171Z,1478,tcp,tcp,172.23.4.115,55080,116.202.120.165,443,14,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.159216Z,1484,tcp,tcp,116.202.120.165,443,172.23.4.115,55078,12,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.159216Z,1484,tls,tls,116.202.120.165,443,172.23.4.115,55078,12,TLS SNI
2024-11-04T13:05:27.159216Z,1485,tcp,tcp,116.202.120.165,443,172.23.4.115,55078,12,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.159251Z,1486,tcp,tcp,172.23.4.115,55078,116.202.120.165,443,12,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.179321Z,1487,tcp,tcp,116.202.120.165,443,172.23.4.115,55075,9,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.179321Z,1487,tls,tls,116.202.120.165,443,172.23.4.115,55075,9,TLS SNI
2024-11-04T13:05:27.179321Z,1488,tcp,tcp,116.202.120.165,443,172.23.4.115,55075,9,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.179465Z,1489,tcp,tcp,172.23.4.115,55075,116.202.120.165,443,9,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.209809Z,1496,tcp,tcp,116.202.120.165,443,172.23.4.115,55074,8,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.209809Z,1496,tls,tls,116.202.120.165,443,172.23.4.115,55074,8,TLS SNI
2024-11-04T13:05:27.209809Z,1497,tcp,tcp,116.202.120.165,443,172.23.4.115,55074,8,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.209849Z,1498,tcp,tcp,172.23.4.115,55074,116.202.120.165,443,8,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.308447Z,1501,tcp,tcp,116.202.120.165,443,172.23.4.115,55077,11,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.308447Z,1501,tls,tls,116.202.120.165,443,172.23.4.115,55077,11,TLS SNI
2024-11-04T13:05:27.308447Z,1502,tcp,tcp,116.202.120.165,443,172.23.4.115,55077,11,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.308518Z,1503,tcp,tcp,172.23.4.115,55077,116.202.120.165,443,11,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.906605Z,1504,tcp,tcp,172.23.4.115,54880,172.23.4.22,8009,0,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.926072Z,1505,tcp,tcp,172.23.4.22,8009,172.23.4.115,54880,0,TCP syn=False ack=True rst=False
2024-11-04T13:05:27.978404Z,1506,tcp,tcp,172.23.4.115,54880,172.23.4.22,8009,0,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.235589Z,1514,tcp,tcp,172.23.4.115,54879,172.23.4.8,8009,1,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.242050Z,1515,tcp,tcp,172.23.4.8,8009,172.23.4.115,54879,1,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.295911Z,1516,tcp,tcp,172.23.4.115,54879,172.23.4.8,8009,1,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.335421Z,1517,tcp,tcp,172.23.4.115,54878,172.23.4.6,8009,2,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.341921Z,1518,tcp,tcp,172.23.4.6,8009,172.23.4.115,54878,2,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.387704Z,1519,tcp,tcp,172.23.4.115,54878,172.23.4.6,8009,2,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.892975Z,1526,tcp,tcp,66.96.225.200,443,172.23.4.115,55073,6,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.892975Z,1526,tls,tls,66.96.225.200,443,172.23.4.115,55073,6,TLS SNI
2024-11-04T13:05:28.892975Z,1527,tcp,tcp,66.96.225.200,443,172.23.4.115,55073,6,TCP syn=False ack=True rst=False
2024-11-04T13:05:28.892999Z,1528,tcp,tcp,172.23.4.115,55073,66.96.225.200,443,6,TCP syn=False ack=True rst=False
2024-11-04T13:05:29.070442Z,1530,arp,arp,172.23.4.1,,172.23.4.115,,,ARP opcode=1 172.23.4.1->172.23.4.115
2024-11-04T13:05:29.070483Z,1531,arp,arp,172.23.4.115,,172.23.4.1,,,ARP opcode=2 172.23.4.115->172.23.4.1
2024-11-04T13:05:31.504232Z,1634,dns,dns,172.23.4.115,62912,172.23.4.1,53,,DNS www.bing.com
2024-11-04T13:05:31.536791Z,1638,dns,dns,172.23.4.1,53,172.23.4.115,62912,,DNS www.bing.com 23.215.35.13
2024-11-04T13:05:32.927235Z,1750,tcp,tcp,172.23.4.115,54880,172.23.4.22,8009,0,TCP syn=False ack=True rst=False
2024-11-04T13:05:32.938092Z,1751,tcp,tcp,172.23.4.22,8009,172.23.4.115,54880,0,TCP syn=False ack=True rst=False
2024-11-04T13:05:32.987140Z,1753,tcp,tcp,172.23.4.115,54880,172.23.4.22,8009,0,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.244399Z,1889,tcp,tcp,172.23.4.115,54879,172.23.4.8,8009,1,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.251542Z,1891,tcp,tcp,172.23.4.8,8009,172.23.4.115,54879,1,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.302963Z,1892,tcp,tcp,172.23.4.115,54879,172.23.4.8,8009,1,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.345893Z,1893,tcp,tcp,172.23.4.115,54878,172.23.4.6,8009,2,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.351784Z,1894,tcp,tcp,172.23.4.6,8009,172.23.4.115,54878,2,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.412579Z,1915,tcp,tcp,172.23.4.115,54878,172.23.4.6,8009,2,TCP syn=False ack=True rst=False
2024-11-04T13:05:33.991154Z,2007,dns,dns,172.23.4.115,60313,172.23.4.1,53,,DNS www.bing.com
2024-11-04T13:05:33.991479Z,2008,dns,dns,172.23.4.115,61565,172.23.4.1,53,,DNS www.bing.com
2024-11-04T13:05:34.023126Z,2011,dns,dns,172.23.4.1,53,172.23.4.115,61565,,DNS www.bing.com 23.215.35.20
2024-11-04T13:05:34.023126Z,2012,dns,dns,172.23.4.1,53,172.23.4.115,60313,,DNS www.bing.com 23.215.35.25
2024-11-04T13:05:34.413701Z,2072,dns,dns,172.23.4.115,64389,172.23.4.1,53,,DNS www.exploit-db.com
2024-11-04T13:05:34.413972Z,2073,dns,dns,172.23.4.115,65129,172.23.4.1,53,,DNS www.exploit-db.com
2024-11-04T13:05:34.431619Z,2083,dns,dns,172.23.4.1,53,172.23.4.115,64389,,DNS www.exploit-db.com 192.124.249.13
2024-11-04T13:05:34.431619Z,2084,dns,dns,172.23.4.1,53,172.23.4.115,65129,,DNS www.exploit-db.com
2024-11-04T13:05:34.432962Z,2085,tcp,tcp,172.23.4.115,55073,66.96.225.200,443,6,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.433328Z,2086,tcp,tcp,172.23.4.115,55078,116.202.120.165,443,12,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.433810Z,2087,tcp,tcp,172.23.4.115,55078,116.202.120.165,443,12,TCP syn=False ack=True rst=True
2024-11-04T13:05:34.434094Z,2088,tcp,tcp,172.23.4.115,55075,116.202.120.165,443,9,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.434232Z,2089,tcp,tcp,172.23.4.115,55075,116.202.120.165,443,9,TCP syn=False ack=True rst=True
2024-11-04T13:05:34.434491Z,2090,tcp,tcp,172.23.4.115,55079,116.202.120.165,443,13,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.434907Z,2091,tcp,tcp,172.23.4.115,55079,116.202.120.165,443,13,TCP syn=False ack=True rst=True
2024-11-04T13:05:34.435490Z,2092,tcp,tcp,172.23.4.115,55074,116.202.120.165,443,8,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.435696Z,2093,tcp,tcp,172.23.4.115,55074,116.202.120.165,443,8,TCP syn=False ack=True rst=True
2024-11-04T13:05:34.436088Z,2094,tcp,tcp,172.23.4.115,55077,116.202.120.165,443,11,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.436485Z,2095,tcp,tcp,172.23.4.115,55077,116.202.120.165,443,11,TCP syn=False ack=True rst=True
2024-11-04T13:05:34.436756Z,2096,tcp,tcp,172.23.4.115,55080,116.202.120.165,443,14,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.437182Z,2097,tcp,tcp,172.23.4.115,55080,116.202.120.165,443,14,TCP syn=False ack=True rst=True
2024-11-04T13:05:34.438499Z,2098,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=True ack=False rst=False
2024-11-04T13:05:34.439215Z,2099,tcp,tcp,66.96.225.200,443,172.23.4.115,55073,6,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.439719Z,2100,dns,dns,172.23.4.115,60114,172.23.4.1,53,,DNS www.exploit-db.com
2024-11-04T13:05:34.440563Z,2101,dns,dns,172.23.4.115,51102,172.23.4.1,53,,DNS www.bing.com
2024-11-04T13:05:34.456240Z,2102,dns,dns,172.23.4.1,53,172.23.4.115,60114,,DNS www.exploit-db.com 192.124.249.13
2024-11-04T13:05:34.456240Z,2103,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=True ack=True rst=False
2024-11-04T13:05:34.456378Z,2104,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.458817Z,2105,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.458817Z,2105,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI www.exploit-db.com
2024-11-04T13:05:34.477471Z,2111,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.479883Z,2114,dns,dns,172.23.4.1,53,172.23.4.115,51102,,DNS www.bing.com 23.215.35.19
2024-11-04T13:05:34.479883Z,2115,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.479883Z,2115,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.479883Z,2116,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.479883Z,2117,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.479883Z,2117,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.480046Z,2118,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.488080Z,2123,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=True ack=False rst=False
2024-11-04T13:05:34.500530Z,2129,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.500530Z,2129,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.501965Z,2130,tcp,tcp,172.23.4.115,55076,20.194.184.156,443,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.501965Z,2130,tls,tls,172.23.4.115,55076,20.194.184.156,443,10,TLS SNI
2024-11-04T13:05:34.502253Z,2131,tcp,tcp,172.23.4.115,55076,20.194.184.156,443,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.502253Z,2131,tls,tls,172.23.4.115,55076,20.194.184.156,443,10,TLS SNI
2024-11-04T13:05:34.502488Z,2132,tcp,tcp,172.23.4.115,55076,20.194.184.156,443,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.502488Z,2132,tls,tls,172.23.4.115,55076,20.194.184.156,443,10,TLS SNI
2024-11-04T13:05:34.504960Z,2137,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.504960Z,2137,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.506046Z,2138,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=True ack=True rst=False
2024-11-04T13:05:34.506092Z,2139,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.510955Z,2140,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.510955Z,2140,tls,tls,172.23.4.115,55082,192.124.249.13,443,16,TLS SNI www.exploit-db.com
2024-11-04T13:05:34.511345Z,2141,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.511345Z,2141,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.519678Z,2146,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.519678Z,2146,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.519678Z,2147,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.519678Z,2147,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.519678Z,2148,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.519678Z,2148,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.520927Z,2152,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.523186Z,2153,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.523186Z,2153,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.523300Z,2154,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.527499Z,2155,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.527499Z,2155,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.540515Z,2156,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2157,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2157,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.540515Z,2158,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2159,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2160,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2161,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2161,tls,tls,192.124.249.13,443,172.23.4.115,55082,16,TLS SNI
2024-11-04T13:05:34.540515Z,2162,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2163,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540515Z,2163,tls,tls,192.124.249.13,443,172.23.4.115,55082,16,TLS SNI
2024-11-04T13:05:34.540782Z,2164,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540897Z,2165,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.540989Z,2166,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2167,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2168,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2168,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.541949Z,2169,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2170,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2171,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2172,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2173,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2174,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2174,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.541949Z,2175,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.541949Z,2175,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.542264Z,2176,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.545918Z,2177,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.545918Z,2177,tls,tls,172.23.4.115,55082,192.124.249.13,443,16,TLS SNI
2024-11-04T13:05:34.564046Z,2178,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.564046Z,2178,tls,tls,192.124.249.13,443,172.23.4.115,55082,16,TLS SNI
2024-11-04T13:05:34.564046Z,2179,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.564046Z,2179,tls,tls,192.124.249.13,443,172.23.4.115,55082,16,TLS SNI
2024-11-04T13:05:34.564046Z,2180,tcp,tcp,192.124.249.13,443,172.23.4.115,55082,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.564123Z,2181,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.564208Z,2182,tcp,tcp,172.23.4.115,55082,192.124.249.13,443,16,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.570841Z,2183,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.570841Z,2183,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.571314Z,2184,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.571314Z,2184,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.583954Z,2185,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.583954Z,2185,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.584317Z,2186,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.584317Z,2186,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.584707Z,2187,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.584707Z,2187,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.585970Z,2188,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.585970Z,2188,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.586513Z,2189,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.586513Z,2189,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.586738Z,2190,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.586738Z,2190,tls,tls,172.23.4.115,55081,192.124.249.13,443,15,TLS SNI
2024-11-04T13:05:34.590989Z,2191,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.590989Z,2192,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.590989Z,2192,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.590989Z,2193,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.590989Z,2193,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.590989Z,2194,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.590989Z,2194,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.590989Z,2195,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.590989Z,2196,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.590989Z,2197,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591175Z,2198,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2199,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2200,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2200,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.591966Z,2201,tcp,tcp,20.194.184.156,443,172.23.4.115,55076,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2202,tcp,tcp,20.194.184.156,443,172.23.4.115,55076,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2203,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2204,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2205,tcp,tcp,20.194.184.156,443,172.23.4.115,55076,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2206,tcp,tcp,20.194.184.156,443,172.23.4.115,55076,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.591966Z,2207,tcp,tcp,20.194.184.156,443,172.23.4.115,55076,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.592265Z,2208,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.592364Z,2209,tcp,tcp,172.23.4.115,55076,20.194.184.156,443,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.592843Z,2210,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.592843Z,2211,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.592843Z,2212,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.592885Z,2213,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.593886Z,2214,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.593886Z,2214,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.593985Z,2215,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.595493Z,2216,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.595493Z,2217,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.595493Z,2218,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.595493Z,2219,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.595493Z,2220,tcp,tcp,20.194.184.156,443,172.23.4.115,55076,10,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.595493Z,2220,tls,tls,20.194.184.156,443,172.23.4.115,55076,10,TLS SNI
2024-11-04T13:05:34.595798Z,2221,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.596302Z,2222,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.596302Z,2223,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.596302Z,2223,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.596376Z,2224,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.597709Z,2225,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.597709Z,2226,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.597817Z,2227,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.598690Z,2228,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.598690Z,2229,tcp,tcp,192.124.249.13,443,172.23.4.115,55081,15,TCP syn=False ack=True rst=False
2024-11-04T13:05:34.598690Z,2229,tls,tls,192.124.249.13,443,172.23.4.115,55081,15,TLS SNI
2024-11-04T13:05:34.598732Z,2230,tcp,tcp,172.23.4.115,55081,192.124.249.13,443,15,TCP syn=False ack=True rst=False
